206408,2,,,5,14,479.58,P,13
10334,3,87,D1Wox14,5,1,788.3,P,15
300274,2,,,5,1,636.1,P,15
224697,2,,,5,11,393.1,P,15
98565,2,,,5,20,151.8,P,15
91169,2,,,5,4,969.22,P,13
212749,2,,,5,19,723.4,P,15
112400,2,,,5,8,648.7,P,15
82852,2,,,5,6,258.7,P,14
35437,3,1407,D9Rat38,5,9,86.5,P,15
148534,2,,,5,5,1029.6,P,14
36063,3,1720,D9Rat37,5,9,91.4,F,15
44645,3,6938,D9Got92,5,9,733.1,P,15
11615,2,,,5,3,1329,P,15
629832,2,,,5,3,1369.4,P,15
12734,2,,,5,5,1104.1,P,15
251735,2,,,5,7,794.2,P,15
28640,2,,,5,3,726.8,P,15
240846,2,,,5,13,681.6,P,15
248566,2,,,5,6,729.49,P,8
12692,2,,,5,13,522.8,P,13
631042,2,,,5,2,1282,P,15
25649,2,,,5,6,823.3,P,15
98001,2,,,5,17,834.5,P,14
125783,2,,,5,8,555.4,P,15
35034,3,1204,D7Rat2,5,7,1075.7,P,15
26720,2,,,5,12,347.9,P,15
110641,2,,,5,16,620.1,P,14
27398,2,,,5,6,690.09,P,14
29018,2,,,5,4,875.22,P,11
230297,2,,,5,13,170.8,P,15
178018,2,,,5,16,568.81,P,10
228429,2,,,5,4,510.2,P,15
109379,2,,,5,5,148,P,15
276006,2,,,5,10,385,P,12
29861,2,,,5,4,770.5,P,15
630558,2,,,5,10,279.9,P,15
30383,2,,,5,6,783.4,P,13
274038,2,,,5,1,1113.39,P,14
35885,3,1631,D1Rat8,5,1,316.3,P,15
11654,2,,,5,6,185.2,P,15
132035,2,,,5,4,1014.1,P,14
629824,2,,,5,2,131.7,P,15
28811,2,,,5,4,568.93,P,11
45730,3,7869,DxWox14,5,X,327,F,15
99957,2,,,5,3,1499.89,P,14
186064,2,,,5,17,16,P,11
282274,2,,,5,3,1173.8,P,15
190761,2,,,5,18,366.7,P,15
259107,2,,,5,10,364.4,P,15
630110,2,,,5,11,369.32,P,12
110694,2,,,5,6,692.3,P,15
309829,2,,,5,1,1450.09,P,13
293421,2,,,5,8,1051.3,P,15
17033,2,,,5,5,375.81,P,11
36003,3,1690,D8Rat14,5,8,1039.99,P,13
37404,3,2391,D17Rat82,5,17,686.4,P,14
179833,2,,,5,6,835.5,P,15
15515,2,,,5,15,305.9,P,15
132074,2,,,5,3,913.5,P,15
106742,2,,,5,6,120.3,P,10
36269,3,1823,D17Rat14,5,17,342.6,P,15
222517,2,,,5,14,821.19,P,10
60031,3,11564,D12Got99,5,12,565.61,P,11
16925,2,,,5,2,584,P,15
12137,2,,,5,5,836.1,P,15
251027,2,,,5,1,1131.6,P,15
71090,1,,,5,3,965.7,P,15
29690,2,,,5,6,761.4,P,15
202403,2,,,5,2,683.8,P,15
340838,2,,,5,5,720,P,13
123210,2,,,5,7,493,P,15
87306,2,,,5,13,303.4,P,15
35026,3,1200,D16Rat3,5,16,378.11,P,14
629889,2,,,5,1,1506.8,P,15
155148,2,,,5,16,193.4,P,15
37886,3,2632,D13Rat67,5,13,233.2,P,15
30797,2,,,5,8,212.8,P,13
137470,2,,,5,3,996.4,P,15
15230,2,,,5,20,58.44,P,13
132681,2,,,5,5,395.11,P,11
312263,2,,,5,15,217.9,P,15
167444,2,,,5,3,1336.8,P,15
34074,3,788,D1Mgh8,5,1,1215,P,15
629725,2,,,5,13,561.4,P,15
298895,2,,,5,8,1051.4,P,13
34399,3,950,D1Mgh9,5,1,1379.8,P,13
220159,2,,,5,10,679.2,P,15
85520,2,,,5,19,717.1,P,15
43551,3,6003,D8Got58,5,2,1170.31,P,14
131150,2,,,5,6,816.09,P,14
43582,3,6028,D2Got145,5,2,1490.1,P,15
629606,3,13260,D12Hmgc2,5,12,343.61,P,12
19544,2,,,5,1,921,P,15
92641,2,,,5,15,186.28,P,13
229156,2,,,5,8,1014,P,15
91476,2,,,5,10,767.69,P,14
44623,3,6917,D9Got78,5,9,647.6,F,15
22409,2,,,5,12,239.1,P,15
154398,2,,,5,2,1323.2,P,15
208041,2,,,5,2,292.3,P,15
36235,3,1806,D8Rat35,5,8,729.7,P,15
206330,2,,,5,20,60,P,15
194777,2,,,5,8,925.79,P,11
147629,2,,,5,6,691.7,P,15
108456,2,,,5,12,158.61,P,10
153309,2,,,5,2,995.8,P,13
234437,2,,,5,16,310.9,P,15
151766,2,,,5,1,1648.7,P,15
224556,2,,,5,8,1156.3,P,13
48222,2,,,5,6,198.5,P,15
96723,2,,,5,1,1073,P,15
193757,2,,,5,17,267.2,P,15
191126,2,,,5,5,745.5,P,14
321388,2,,,5,19,716,P,15
15014,2,,,5,8,180.8,P,9
17219,2,,,5,16,523.1,P,15
99759,2,,,5,1,787.5,P,13
43275,3,5788,D1Got99,5,1,917.3,F,15
25991,2,,,5,7,893.1,P,9
104928,2,,,5,20,53.02,P,12
182445,2,,,5,8,436.9,P,15
629953,2,,,5,4,1013.01,P,13
131681,2,,,5,3,1498.8,P,15
239313,2,,,5,2,1398.5,P,15
206027,2,,,5,2,911.8,P,15
32240,2,,,5,2,1097,P,15
43589,3,6031,D2Got156,5,2,1545.4,P,15
19328,2,,,5,12,256.2,P,15
630744,2,,,5,19,685.2,P,15
303770,2,,,5,18,532.2,P,15
12206,2,,,5,2,1251.5,P,15
145080,2,,,5,20,60.2,P,15
295651,2,,,5,7,604.7,P,15
184788,2,,,5,1,1465.69,P,14
97963,2,,,5,8,1041.2,P,15
160433,2,,,5,5,687.7,P,15
166353,2,,,5,16,624.5,P,15
153200,2,,,5,13,111.8,P,13
43455,3,5923,D1Got271,5,1,1706.8,P,15
32471,2,,,5,8,1192.4,P,9
318170,2,,,5,1,191.9,P,15
205287,2,,,5,1,179.9,P,15
131241,2,,,5,10,1024.9,P,15
198541,2,,,5,15,692.39,P,13
125335,2,,,5,11,142.28,P,9
294620,2,,,5,4,368.3,P,15
22289,2,,,5,4,808,P,15
140892,2,,,5,2,850.8,P,15
22568,2,,,5,17,74.2,P,15
3903,1,,,5,4,736.33,P,12
35404,3,1390,D3Rat60,5,3,1370,P,15
18878,2,,,5,1,1620.71,P,11
102347,2,,,5,1,1376.6,P,15
339350,2,,,5,7,1076.9,P,15
242074,2,,,5,4,393.4,P,15
206411,2,,,5,7,859.3,P,15
164096,2,,,5,10,520.3,P,15
92923,2,,,5,1,841.2,P,15
265387,2,,,5,12,116.9,P,15
273691,2,,,5,7,478.31,P,14
139181,2,,,5,1,1615.4,P,9
630509,2,,,5,13,633.7,P,15
80607,2,,,5,1,1376.4,P,15
210911,2,,,5,17,687.7,P,13
19145,2,,,5,2,178.8,P,15
35663,3,1520,D8Rat51,5,8,226.7,P,15
35469,3,1423,D9Rat11,5,9,670,P,15
3738,1,,,5,7,1062.1,P,15
297879,2,,,5,13,554.9,P,15
23432,2,,,5,7,878.9,P,15
232376,2,,,5,8,616.5,P,15
308328,2,,,5,7,16.4,P,14
12821,2,,,5,5,982.3,P,15
630960,2,,,5,X,125.1,P,14
160384,2,,,5,15,322.5,P,15
115432,2,,,5,5,1059.5,P,15
205290,2,,,5,13,93.8,P,15
112707,2,,,5,16,278.31,P,13
2062,1,,,5,1,1560.2,P,14
152798,2,,,5,4,803.6,P,15
15242,2,,,5,2,1098.7,P,15
167436,2,,,5,12,722.4,P,14
130271,2,,,5,19,127.3,P,15
30254,2,,,5,11,378.2,P,15
28448,2,,,5,17,610.79,P,12
221239,2,,,5,17,794.2,P,15
43471,3,5937,D2Got22,5,2,177.1,P,15
2543,1,,,5,14,674.9,P,15
44816,3,7089,D10Got132,5,10,916.8,P,15
141498,2,,,5,10,745.8,P,15
141792,2,,,5,3,1374,P,15
299032,2,,,5,1,1502.1,P,15
91836,2,,,5,8,505.5,P,15
293868,2,,,5,15,18.7,P,15
24920,2,,,5,8,502.1,P,15
216674,2,,,5,12,123.6,P,15
31292,2,,,5,20,52.22,P,12
106814,2,,,5,4,515.4,P,15
30056,2,,,5,12,782.91,P,14
266680,2,,,5,3,1354.1,P,15
256553,2,,,5,15,68,P,13
156504,2,,,5,2,1219.3,P,15
17684,2,,,5,11,689.1,P,15
80336,2,,,5,1,1163.9,P,15
226169,2,,,5,7,640.18,P,8
59986,3,11519,D10Got62,5,10,432.5,F,15
20951,2,,,5,17,536.29,P,13
29114,2,,,5,14,552.29,P,13
13571,2,,,5,17,47.2,P,15
43909,3,6308,D5Got14,5,5,609.8,F,15
45013,3,7260,D12Got93,5,12,740.3,F,15
43715,3,6137,D3Got106,5,3,1253.4,F,15
192401,2,,,5,3,718.91,P,12
630398,2,,,5,10,725.9,P,15
44775,3,7056,D10Got101,5,10,664.89,P,14
37412,3,2395,D18Rat40,5,18,572.4,P,15
222100,2,,,5,8,1058.5,P,15
26639,2,,,5,16,538.1,P,13
21044,2,,,5,2,1029,P,15
164755,2,,,5,2,621.6,P,13
201325,2,,,5,8,437.5,P,15
35917,3,1647,D17Rat4,5,17,53.6,P,15
135326,2,,,5,5,875.6,P,15
37156,3,2267,D3Rat70,5,3,781.39,P,14
106813,2,,,5,4,501.2,P,15
247013,2,,,5,4,712.5,P,15
43478,2,,,5,2,33.7,P,14
225496,2,,,5,17,635.8,P,11
250106,2,,,5,2,1481.8,P,15
224843,2,,,5,8,554,P,15
110080,2,,,5,4,1045.4,P,15
19121,2,,,5,19,305.2,P,15
84505,2,,,5,4,1014.9,P,15
33056,2,,,5,7,1055.9,P,15
183290,2,,,5,4,934.5,P,15
631012,2,,,5,4,714.6,P,15
47495,2,,,5,5,960,P,12
27335,2,,,5,5,392.4,P,15
322276,2,,,5,2,385.6,P,15
39172,3,3275,D10Rat119,5,10,573.7,P,15
29414,2,,,5,10,318.8,P,15
261201,2,,,5,2,857.5,P,15
82642,2,,,5,1,1623.8,P,12
289061,2,,,5,3,1275,P,15
10646,3,211,D1Wox30,5,1,789,P,15
33164,2,,,5,13,748.4,P,12
231748,2,,,5,2,1377.3,P,15
101369,2,,,5,16,97.8,P,10
2953,1,,,5,4,1009.3,P,15
60609,3,12142,D8Got186,5,8,1256.79,P,14
38902,3,3140,D9Rat83,5,9,788,P,15
43744,3,6161,D3Got151,5,3,1464.6,F,15
32795,2,,,5,2,1156.4,P,15
193885,2,,,5,7,813.1,P,15
35671,3,1524,D1Rat80,5,1,1619.1,P,12
259855,2,,,5,13,440.5,P,15
179716,2,,,5,5,742.9,P,15
35090,3,1233,D15Rat9,5,15,267.5,F,15
119567,2,,,5,7,499.6,P,15
38408,3,2893,D14Rat65,5,14,378.78,P,10
44991,3,7240,D12Got73,5,12,502.5,P,15
45233,3,7437,D15Got16,5,15,94.54,P,11
37364,3,2371,D1Rat150,5,1,148.43,P,11
281369,2,,,5,5,248.2,P,15
225200,2,,,5,17,729.8,P,11
139538,2,,,5,4,801.2,P,15
35625,3,1501,D4Rat14,5,4,268.2,F,15
27035,2,,,5,4,490.1,P,15
16772,2,,,5,7,442,P,11
337361,2,,,5,5,1056.1,P,15
164004,2,,,5,15,218.3,P,15
17792,2,,,5,7,794.2,P,15
44856,3,7120,D11Got68,5,11,603.6,P,15
77915,2,,,5,7,153.9,P,15
60283,3,11816,D2Got110,5,2,1014.9,F,15
32435,2,,,5,8,1019.1,P,15
3832,1,,,5,1,537.31,P,11
290703,2,,,5,15,138,P,15
30653,2,,,5,6,733.1,P,15
630350,2,,,5,15,158.7,P,15
18761,2,,,5,8,1259.09,P,14
36946,3,2162,D5Rat7,5,5,270.51,P,10
17399,2,,,5,8,1165.4,P,15
44904,3,7161,D11Got20,5,11,163,P,15
45166,3,7385,D14Got33,5,14,318.7,P,11
33832,3,667,D4Mit27,5,4,1027.7,P,15
137554,2,,,5,11,699.8,P,15
87209,2,,,5,6,748.1,P,15
321584,2,,,5,6,118.7,P,10
200193,2,,,5,1,564,P,13
14909,2,,,5,16,624.3,P,15
220525,2,,,5,10,769.8,P,13
109835,2,,,5,1,1520.4,P,15
621319,1,,,5,5,977.8,P,15
19532,2,,,5,1,1505.7,P,15
156342,2,,,5,20,480.2,P,15
44890,3,7148,D11Got35,5,11,317.6,P,12
106456,2,,,5,12,404.01,P,13
22364,2,,,5,9,868.3,P,15
17516,2,,,5,1,132.5,P,15
267753,2,,,5,17,434.6,P,15
218490,2,,,5,1,1437.6,P,9
244878,2,,,5,6,658.2,P,15
224337,2,,,5,4,524.71,P,13
60541,3,12074,D6Got45,5,6,170.7,P,15
43683,3,6108,D3Got67,5,3,948.2,P,15
32237,2,,,5,10,1126.6,P,15
33380,2,,,5,15,536.2,P,15
82998,2,,,5,15,282.4,P,15
155482,2,,,5,7,909.8,P,15
22115,2,,,5,6,781.61,P,10
60056,3,11589,D14Got11,5,14,102.7,F,15
23240,2,,,5,1,1317.59,P,12
281071,2,,,5,10,530.39,P,13
29555,2,,,5,1,1510.5,P,15
225638,2,,,5,7,1076.6,P,12
140789,2,,,5,18,813.4,P,12
186656,2,,,5,4,987.7,P,14
21548,2,,,5,7,931.4,P,15
88553,2,,,5,7,489.1,P,15
26096,2,,,5,8,976.2,P,15
19748,2,,,5,2,1153.2,P,15
18782,2,,,5,18,192,P,15
337419,2,,,5,10,497.5,P,15
22367,2,,,5,10,216.22,P,11
335096,2,,,5,6,545.1,P,13
23825,2,,,5,6,848.5,P,15
28361,2,,,5,5,959.9,P,12
140392,2,,,5,17,73.4,P,15
630216,2,,,5,4,801.4,P,15
211419,2,,,5,5,735.3,P,15
294192,2,,,5,4,629.46,P,11
24761,2,,,5,12,58.2,P,14
44672,3,6964,D10Got12,5,10,60.5,F,15
107121,2,,,5,2,718.1,P,15
250463,2,,,5,2,1215.8,P,15
162578,2,,,5,1,1353.9,P,15
310672,2,,,5,15,503.1,P,14
244268,2,,,5,16,233.4,P,15
221232,2,,,5,7,814.3,P,15
15470,2,,,5,16,745.3,P,15
630551,2,,,5,5,1120.8,P,15
204823,2,,,5,4,999.7,P,15
162416,2,,,5,1,1646.1,P,9
15779,2,,,5,6,835.8,P,15
16544,2,,,5,1,1129,P,15
44547,3,6849,D9Got26,5,9,125.9,F,15
31985,2,,,5,5,829.5,P,15
144513,2,,,5,1,598.7,P,15
93540,2,,,5,1,908.9,P,12
60212,3,11745,D1Got203,5,1,1522.8,P,13
27188,2,,,5,20,6.2,P,15
10135,3,29,D14Wox11,5,14,215.6,P,15
180472,2,,,5,3,1424.5,P,15
36227,3,1802,D1Rat46,5,1,1116.6,P,15
311119,2,,,5,16,702.7,P,15
631040,2,,,5,2,1418.01,P,13
122588,2,,,5,18,654.5,P,15
28766,2,,,5,6,783,P,12
204371,2,,,5,10,883.6,P,15
180014,2,,,5,12,206.7,P,15
179515,2,,,5,13,181.6,P,15
130638,2,,,5,3,975,P,14
74970,2,,,5,3,206.3,P,15
630355,2,,,5,6,145.8,P,15
35851,3,1614,D1Rat68,5,1,1433.4,P,15
35055,3,1215,D9Rat17,5,9,482.2,P,15
24710,2,,,5,10,1059,P,15
15332,2,,,5,4,1004.3,P,15
209201,2,,,5,2,155.5,P,15
630066,2,,,5,8,474.3,P,15
99843,2,,,5,7,840.9,P,15
191706,2,,,5,1,193,P,15
42669,3,5202,D3Rat253,5,3,1160,P,15
136787,2,,,5,14,381.98,P,12
44266,3,6608,D7Got49,5,7,462.5,F,15
312126,2,,,5,18,316.2,P,15
153082,2,,,5,2,1293.4,P,15
10048,3,1,D4Mit20,5,4,997.54,P,12
206006,2,,,5,2,1545,P,15
181251,2,,,5,9,49.1,P,15
265955,2,,,5,10,67.3,P,15
153169,2,,,5,4,757.6,P,15
129422,2,,,5,12,33.53,P,13
